Division,Date,Home_Team,Away_Team,Home_Goals,Away_Goals,Result,Home_Shots,Away_Shots,Home_Shots_on_Target,Away_Shots_on_Target,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards
SP1,2017-08-19,Girona,Ath Madrid,2,2,D,13,9,6,3,6,0,2,4,0,1
SP1,2017-08-19,Sevilla,Espanol,1,1,D,9,9,4,6,7,3,2,4,1,0
SP1,2017-08-19,Celta,Sociedad,2,3,A,16,13,5,6,5,4,3,1,0,0
SP1,2017-08-20,Ath Bilbao,Getafe,0,0,D,12,8,2,2,7,6,1,3,0,1
SP1,2017-08-20,Barcelona,Betis,2,0,H,15,3,2,0,8,0,2,1,0,0
SP1,2017-08-20,La Coruna,Real Madrid,0,3,A,12,16,6,8,4,4,5,1,0,1
SP1,2017-08-21,Levante,Villarreal,1,0,H,14,9,3,1,11,6,1,3,0,0
SP1,2017-08-21,Malaga,Eibar,0,1,A,10,13,4,6,3,7,2,3,0,0
SP1,2017-08-25,Betis,Celta,2,1,H,10,9,3,2,4,6,2,2,0,0
SP1,2017-08-25,Sociedad,Villarreal,3,0,H,15,6,9,1,10,4,2,2,0,0
SP1,2017-08-26,Alaves,Barcelona,0,2,A,11,23,2,11,1,14,2,3,0,0
SP1,2017-08-26,Girona,Malaga,1,0,H,15,7,4,2,2,3,3,4,0,0
SP1,2017-08-26,Las Palmas,Ath Madrid,1,5,A,10,8,4,6,4,2,4,1,0,0
SP1,2017-08-26,Levante,La Coruna,2,2,D,24,11,5,4,6,5,0,2,1,0
SP1,2017-08-27,Real Madrid,Valencia,2,2,D,22,7,6,3,13,4,3,5,0,0
SP1,2017-08-27,Getafe,Sevilla,0,1,A,15,6,3,3,7,5,0,1,0,0
SP1,2017-08-27,Espanol,Leganes,0,1,A,17,12,2,8,9,1,3,3,0,0
SP1,2017-08-27,Eibar,Ath Bilbao,0,1,A,14,10,5,4,4,3,1,1,1,0
SP1,2017-09-15,Eibar,Leganes,1,0,H,10,5,4,2,8,1,2,5,0,0
SP1,2017-09-16,Ath Madrid,Malaga,1,0,H,17,9,4,4,8,4,2,2,0,0
SP1,2017-09-16,Betis,La Coruna,2,1,H,17,11,7,3,6,4,2,3,0,0
SP1,2017-09-16,Getafe,Barcelona,1,2,A,13,7,4,5,3,4,2,4,0,0
SP1,2017-09-16,Levante,Valencia,1,1,D,9,13,2,5,1,3,2,1,0,0
SP1,2017-09-17,Alaves,Villarreal,0,3,A,16,16,2,6,2,3,2,2,0,0
SP1,2017-09-17,Girona,Sevilla,0,1,A,13,13,0,8,8,1,2,5,0,0
SP1,2017-09-17,Las Palmas,Ath Bilbao,1,0,H,12,11,3,5,7,6,2,3,0,0
SP1,2017-09-17,Sociedad,Real Madrid,1,3,A,10,18,5,6,4,6,3,2,0,0
SP1,2017-09-18,Espanol,Celta,2,1,H,9,11,3,1,3,5,1,4,0,0
SP1,2017-09-19,Barcelona,Eibar,6,1,H,11,13,10,4,7,7,0,2,0,0
SP1,2017-09-19,Valencia,Malaga,5,0,H,16,11,11,2,4,9,0,1,0,0
SP1,2017-09-20,La Coruna,Alaves,1,0,H,15,8,3,3,5,2,0,2,0,0
SP1,2017-09-20,Sevilla,Las Palmas,1,0,H,14,6,9,0,12,0,2,2,0,0
SP1,2017-09-20,Real Madrid,Betis,0,1,A,27,12,7,4,12,3,0,3,0,0
SP1,2017-09-20,Ath Bilbao,Ath Madrid,1,2,A,12,16,7,9,6,0,0,2,0,0
SP1,2017-09-20,Leganes,Girona,0,0,D,12,10,1,0,6,3,2,3,0,0
SP1,2017-09-21,Celta,Getafe,1,1,D,8,10,4,3,3,2,2,4,0,0
SP1,2017-09-21,Levante,Sociedad,3,0,H,13,13,9,3,3,6,2,0,0,1
SP1,2017-09-21,Villarreal,Espanol,0,0,D,14,10,5,3,5,5,5,2,0,0
SP1,2017-09-23,Alaves,Real Madrid,1,2,A,8,21,3,7,5,13,5,2,0,0
SP1,2017-09-23,Ath Madrid,Sevilla,2,0,H,13,11,4,0,7,6,4,3,0,0
SP1,2017-09-23,Girona,Barcelona,0,3,A,13,9,2,5,9,3,3,0,0,0
SP1,2017-09-23,Malaga,Ath Bilbao,3,3,D,15,8,7,7,5,1,7,2,1,0
SP1,2017-09-24,Sociedad,Valencia,2,3,A,18,13,6,4,7,6,3,7,1,1
SP1,2017-09-24,Las Palmas,Leganes,0,2,A,8,9,3,3,3,2,1,3,0,0
SP1,2017-09-24,Getafe,Villarreal,4,0,H,17,6,8,1,7,4,1,4,0,0
SP1,2017-09-24,Espanol,La Coruna,4,1,H,17,21,5,6,4,6,1,2,0,0
SP1,2017-09-24,Eibar,Celta,0,4,A,9,10,0,6,4,4,2,1,0,0
SP1,2017-09-25,Betis,Levante,4,0,H,14,8,6,1,6,3,1,0,0,0
SP1,2017-09-29,Celta,Girona,3,3,D,16,10,9,6,5,6,2,5,0,0
SP1,2017-09-30,La Coruna,Getafe,2,1,H,15,10,9,3,8,5,6,3,0,0
SP1,2017-09-30,Leganes,Ath Madrid,0,0,D,7,11,3,2,2,6,2,1,0,0
SP1,2017-09-30,Levante,Alaves,0,2,A,13,8,0,3,8,4,2,4,0,0
SP1,2017-09-30,Sevilla,Malaga,2,0,H,12,11,5,4,4,6,2,1,0,0
SP1,2017-10-13,Espanol,Levante,0,0,D,20,13,6,3,9,4,2,3,0,0
SP1,2017-10-14,Ath Madrid,Barcelona,1,1,D,5,15,4,7,2,1,3,2,0,0
SP1,2017-10-14,Getafe,Real Madrid,1,2,A,8,16,3,6,4,7,2,3,0,0
SP1,2017-10-14,Alaves,Sociedad,0,2,A,8,13,0,6,4,9,1,1,0,0
SP1,2017-10-14,Ath Bilbao,Sevilla,1,0,H,15,14,2,6,6,6,5,5,0,0
SP1,2017-10-15,Eibar,La Coruna,0,0,D,15,11,6,3,10,1,2,2,0,0
SP1,2017-10-15,Girona,Villarreal,1,2,A,14,5,3,2,8,1,3,4,0,0
SP1,2017-10-15,Betis,Valencia,3,6,A,13,13,6,9,7,5,1,4,0,0
SP1,2017-10-15,Malaga,Leganes,0,2,A,13,19,5,9,4,2,4,3,1,0
SP1,2017-10-16,Las Palmas,Celta,2,5,A,24,14,11,7,14,3,2,1,0,1
SP1,2017-10-21,Barcelona,Malaga,2,0,H,12,13,4,5,4,3,1,4,0,0
SP1,2017-10-21,Betis,Alaves,2,0,H,12,7,5,3,6,5,2,2,0,0
SP1,2017-10-21,Levante,Getafe,1,1,D,5,9,1,5,3,2,1,3,0,0
SP1,2017-10-21,Valencia,Sevilla,4,0,H,18,18,8,5,7,10,2,4,0,0
SP1,2017-10-22,Celta,Ath Madrid,0,1,A,19,4,8,2,4,4,3,5,0,0
SP1,2017-10-22,Leganes,Ath Bilbao,1,0,H,15,7,4,1,4,3,3,4,0,0
SP1,2017-10-22,Real Madrid,Eibar,3,0,H,15,9,7,2,5,2,1,1,0,0
SP1,2017-10-22,Villarreal,Las Palmas,4,0,H,25,16,9,5,9,6,1,5,0,0
SP1,2017-10-23,La Coruna,Girona,1,2,A,15,13,6,6,9,7,3,8,0,0
SP1,2017-10-23,Sociedad,Espanol,1,1,D,19,4,5,1,10,1,4,4,1,0
SP1,2017-10-28,Sevilla,Leganes,2,1,H,9,10,5,1,5,6,0,3,0,0
SP1,2017-10-28,Ath Madrid,Villarreal,1,1,D,18,12,6,4,11,6,0,4,0,0
SP1,2017-10-28,Alaves,Valencia,1,2,A,16,7,6,2,6,4,5,1,0,0
SP1,2017-10-28,Ath Bilbao,Barcelona,0,2,A,17,17,5,5,6,4,1,4,0,0
SP1,2017-10-29,Eibar,Levante,2,2,D,16,3,6,2,6,2,1,3,0,0
SP1,2017-10-29,Getafe,Sociedad,2,1,H,10,15,5,4,8,7,3,2,0,0
SP1,2017-10-29,Girona,Real Madrid,2,1,H,15,15,4,6,2,7,2,1,0,0
SP1,2017-10-29,Malaga,Celta,2,1,H,15,10,4,2,4,1,2,3,0,0
SP1,2017-10-30,Espanol,Betis,1,0,H,10,9,4,4,5,3,2,5,0,0
SP1,2017-10-30,Las Palmas,La Coruna,1,3,A,13,15,5,5,8,5,1,1,0,0
SP1,2017-11-17,Girona,Sociedad,1,1,D,14,14,4,5,3,6,4,2,0,0
SP1,2017-11-18,Sevilla,Celta,2,1,H,12,11,5,5,1,2,3,2,0,0
SP1,2017-11-18,Ath Madrid,Real Madrid,0,0,D,7,14,1,3,7,9,6,2,0,0
SP1,2017-11-18,Getafe,Alaves,4,1,H,13,11,8,5,4,5,3,3,0,0
SP1,2017-11-18,Leganes,Barcelona,0,3,A,18,11,7,7,6,3,1,2,0,0
SP1,2017-11-19,Las Palmas,Levante,0,2,A,10,11,5,6,3,5,1,4,0,0
SP1,2017-11-19,Malaga,La Coruna,3,2,H,14,12,5,4,5,4,4,5,0,0
SP1,2017-11-19,Ath Bilbao,Villarreal,1,1,D,15,7,3,4,9,7,1,3,0,0
SP1,2017-11-19,Espanol,Valencia,0,2,A,12,7,4,3,3,4,0,4,0,0
SP1,2017-11-20,Eibar,Betis,5,0,H,17,4,7,0,5,2,2,2,0,1
SP1,2017-11-24,Celta,Leganes,1,0,H,14,9,7,2,3,4,2,3,0,0
SP1,2017-11-25,Alaves,Eibar,1,2,A,6,11,2,6,2,5,7,3,1,1
SP1,2017-11-25,Betis,Girona,2,2,D,12,13,6,7,3,5,2,1,0,0
SP1,2017-11-25,Levante,Ath Madrid,0,5,A,17,16,2,11,2,3,2,1,0,0
SP1,2017-11-25,Real Madrid,Malaga,3,2,H,16,9,9,3,6,0,1,2,0,0
SP1,2017-11-26,La Coruna,Ath Bilbao,2,2,D,14,10,4,3,5,2,4,1,0,0
SP1,2017-11-26,Sociedad,Las Palmas,2,2,D,16,8,3,7,11,3,4,3,1,0
SP1,2017-11-26,Valencia,Barcelona,1,1,D,8,12,1,8,3,9,4,0,0,0
SP1,2017-11-26,Villarreal,Sevilla,2,3,A,19,15,4,4,6,6,4,3,1,0
SP1,2017-11-27,Espanol,Getafe,1,0,H,10,7,5,4,6,4,3,6,0,0
SP1,2017-12-15,Sevilla,Levante,0,0,D,16,10,6,2,8,5,2,3,0,0
SP1,2017-12-16,Eibar,Valencia,2,1,H,15,7,3,3,5,6,1,4,0,0
SP1,2017-12-16,Ath Bilbao,Sociedad,0,0,D,7,10,1,2,6,6,3,0,0,0
SP1,2017-12-16,Ath Madrid,Alaves,1,0,H,10,11,4,0,4,4,3,4,0,0
SP1,2017-12-17,Barcelona,La Coruna,4,0,H,23,10,11,3,6,3,0,1,0,0
SP1,2017-12-17,Celta,Villarreal,0,1,A,10,8,3,5,2,2,1,3,0,0
SP1,2017-12-17,Girona,Getafe,1,0,H,9,7,2,0,1,7,2,6,0,0
SP1,2017-12-17,Las Palmas,Espanol,2,2,D,14,8,5,3,9,2,3,3,0,0
SP1,2017-12-18,Malaga,Betis,0,2,A,18,10,2,4,3,4,2,2,1,0
SP1,2017-12-19,Levante,Leganes,0,0,D,10,10,3,2,6,5,6,6,1,1
SP1,2017-12-20,Getafe,Las Palmas,2,0,H,13,17,7,6,3,1,3,1,0,0
SP1,2017-12-20,Sociedad,Sevilla,3,1,H,14,9,5,4,4,5,1,5,0,0
SP1,2017-12-21,Alaves,Malaga,1,0,H,10,10,5,3,4,4,3,4,0,0
SP1,2017-12-21,Eibar,Girona,4,1,H,16,6,6,1,3,2,1,2,0,0
SP1,2017-12-22,Espanol,Ath Madrid,1,0,H,7,9,4,1,2,3,2,5,0,0
SP1,2017-12-22,Betis,Ath Bilbao,0,2,A,16,19,6,7,6,9,1,2,1,0
SP1,2017-12-23,Valencia,Villarreal,0,1,A,22,9,3,2,14,1,7,5,1,1
SP1,2017-12-23,Real Madrid,Barcelona,0,3,A,14,18,5,11,7,7,2,2,1,0
SP1,2017-12-23,La Coruna,Celta,1,3,A,15,7,4,3,3,1,2,2,0,0
SP1,2018-01-13,Real Madrid,Villarreal,0,1,A,28,10,7,4,11,0,2,1,0,0
SP1,2018-01-13,La Coruna,Valencia,1,2,A,12,12,2,5,8,10,2,1,0,0
SP1,2018-01-13,Eibar,Ath Madrid,0,1,A,11,7,4,3,9,1,2,1,0,0
SP1,2018-01-13,Girona,Las Palmas,6,0,H,15,3,8,1,5,2,2,5,0,0
SP1,2018-01-14,Alaves,Sevilla,1,0,H,12,14,3,1,5,4,5,2,1,0
SP1,2018-01-14,Espanol,Ath Bilbao,1,1,D,11,8,3,3,4,2,2,4,0,0
SP1,2018-01-14,Levante,Celta,0,1,A,15,3,5,2,6,2,4,3,0,0
SP1,2018-01-14,Sociedad,Barcelona,2,4,A,15,11,6,5,7,3,2,2,0,0
SP1,2018-01-15,Betis,Leganes,3,2,H,16,10,9,6,1,1,2,3,0,0
SP1,2018-01-19,Getafe,Ath Bilbao,2,2,D,17,7,6,6,6,2,5,1,0,0
SP1,2018-01-20,Ath Madrid,Girona,1,1,D,9,6,4,3,2,1,4,3,0,0
SP1,2018-01-20,Espanol,Sevilla,0,3,A,9,12,0,7,8,2,4,2,0,0
SP1,2018-01-20,Las Palmas,Valencia,2,1,H,20,14,6,8,3,6,2,9,0,2
SP1,2018-01-20,Villarreal,Levante,2,1,H,18,16,6,4,6,4,2,2,0,0
SP1,2018-01-21,Real Madrid,La Coruna,7,1,H,24,5,13,2,6,1,0,2,0,0
SP1,2018-01-21,Sociedad,Celta,1,2,A,16,10,2,3,8,3,1,2,0,0
SP1,2018-01-21,Alaves,Leganes,2,2,D,14,8,6,4,4,6,3,3,1,0
SP1,2018-01-21,Betis,Barcelona,0,5,A,7,14,2,10,4,2,2,2,0,0
SP1,2018-01-22,Eibar,Malaga,1,1,D,15,10,4,4,8,3,1,3,0,1
SP1,2018-01-26,Ath Bilbao,Eibar,1,1,D,7,14,1,2,3,7,0,0,0,0
SP1,2018-01-27,La Coruna,Levante,2,2,D,8,15,2,4,4,7,7,5,1,0
SP1,2018-01-27,Malaga,Girona,0,0,D,7,11,1,2,5,4,2,1,1,0
SP1,2018-01-27,Valencia,Real Madrid,1,4,A,11,13,4,7,4,4,2,3,0,0
SP1,2018-01-27,Villarreal,Sociedad,4,2,H,11,24,7,6,2,9,1,1,0,0
SP1,2018-01-28,Ath Madrid,Las Palmas,3,0,H,18,9,7,1,4,1,1,2,0,0
SP1,2018-01-28,Barcelona,Alaves,2,1,H,18,7,12,4,8,1,0,2,0,0
SP1,2018-01-28,Leganes,Espanol,3,2,H,11,12,6,4,1,7,2,4,0,0
SP1,2018-01-28,Sevilla,Getafe,1,1,D,15,7,1,2,3,4,3,3,0,0
SP1,2018-01-29,Celta,Betis,3,2,H,13,7,5,3,7,2,1,5,0,0
SP1,2018-02-16,Girona,Leganes,3,0,H,10,10,5,5,4,4,3,5,0,0
SP1,2018-02-17,Malaga,Valencia,1,2,A,9,10,3,3,7,2,2,4,1,0
SP1,2018-02-17,Las Palmas,Sevilla,1,2,A,11,12,3,6,7,5,2,5,0,0
SP1,2018-02-17,Alaves,La Coruna,1,0,H,14,5,3,0,9,3,2,3,0,0
SP1,2018-02-17,Eibar,Barcelona,0,2,A,13,10,3,6,6,0,3,1,1,0
SP1,2018-02-18,Ath Madrid,Ath Bilbao,2,0,H,14,4,4,0,5,2,3,2,0,0
SP1,2018-02-18,Betis,Real Madrid,3,5,A,20,12,5,9,7,5,3,5,0,0
SP1,2018-02-18,Espanol,Villarreal,1,1,D,15,8,3,3,2,5,1,7,0,0
SP1,2018-02-18,Sociedad,Levante,3,0,H,13,9,3,1,2,4,0,2,0,0
SP1,2018-02-19,Getafe,Celta,3,0,H,9,4,5,1,5,5,4,3,0,0
SP1,2018-02-21,Leganes,Real Madrid,1,3,A,7,13,3,7,6,5,3,1,0,0
SP1,2018-02-23,La Coruna,Espanol,0,0,D,17,9,4,1,4,2,5,1,0,0
SP1,2018-02-24,Real Madrid,Alaves,4,0,H,25,11,10,5,9,5,1,2,0,0
SP1,2018-02-24,Barcelona,Girona,6,1,H,21,10,14,4,5,3,1,1,0,0
SP1,2018-02-24,Celta,Eibar,2,0,H,8,15,3,2,3,9,2,3,0,0
SP1,2018-02-24,Leganes,Las Palmas,0,0,D,11,4,2,1,6,5,4,5,0,0
SP1,2018-02-25,Villarreal,Getafe,1,0,H,10,3,4,2,2,8,5,3,0,0
SP1,2018-02-25,Valencia,Sociedad,2,1,H,7,9,4,3,4,4,2,3,0,0
SP1,2018-02-25,Ath Bilbao,Malaga,2,1,H,8,8,6,4,6,4,3,3,0,1
SP1,2018-02-25,Sevilla,Ath Madrid,2,5,A,10,13,5,8,5,4,3,3,0,0
SP1,2018-02-26,Levante,Betis,0,2,A,12,15,2,6,5,5,5,2,0,0
SP1,2018-02-27,Espanol,Real Madrid,1,0,H,16,12,7,5,3,8,1,1,0,0
SP1,2018-02-27,Girona,Celta,1,0,H,11,10,2,2,6,4,3,2,0,0
SP1,2018-02-28,Getafe,La Coruna,3,0,H,14,9,5,1,10,6,2,4,0,0
SP1,2018-02-28,Ath Bilbao,Valencia,1,1,D,11,6,4,4,6,1,1,2,0,0
SP1,2018-02-28,Ath Madrid,Leganes,4,0,H,15,9,8,3,5,1,1,3,0,0
SP1,2018-02-28,Eibar,Villarreal,1,0,H,13,11,1,3,6,4,4,2,0,0
SP1,2018-02-28,Malaga,Sevilla,0,1,A,8,6,0,4,9,4,2,2,0,0
SP1,2018-03-16,Levante,Eibar,2,1,H,6,13,3,4,4,5,4,3,0,0
SP1,2018-03-17,Valencia,Alaves,3,1,H,24,16,10,4,9,2,1,1,0,0
SP1,2018-03-17,Sociedad,Getafe,1,2,A,8,9,2,5,7,1,3,7,0,0
SP1,2018-03-17,Betis,Espanol,3,0,H,9,4,4,1,3,5,1,3,0,0
SP1,2018-03-17,La Coruna,Las Palmas,1,1,D,13,8,3,1,9,2,3,3,0,0
SP1,2018-03-18,Barcelona,Ath Bilbao,2,0,H,18,10,9,3,6,5,2,2,0,0
SP1,2018-03-18,Celta,Malaga,0,0,D,9,5,3,0,4,5,3,2,0,0
SP1,2018-03-18,Leganes,Sevilla,2,1,H,12,10,6,4,5,4,2,4,0,1
SP1,2018-03-18,Real Madrid,Girona,6,3,H,20,10,14,6,6,7,1,2,0,0
SP1,2018-03-18,Villarreal,Ath Madrid,2,1,H,17,8,5,2,5,4,5,3,0,1
SP1,2018-03-31,Ath Bilbao,Celta,1,1,D,11,13,2,3,4,5,3,1,0,0
SP1,2018-03-31,Girona,Levante,1,1,D,12,15,5,6,5,7,1,3,0,0
SP1,2018-03-31,Las Palmas,Real Madrid,0,3,A,17,17,3,7,3,3,3,0,0,0
SP1,2018-03-31,Sevilla,Barcelona,2,2,D,21,20,6,9,5,9,2,0,0,0
SP1,2018-04-13,Girona,Betis,0,1,A,9,10,4,2,6,4,7,5,0,0
SP1,2018-04-14,Sevilla,Villarreal,2,2,D,18,7,4,4,10,2,5,3,1,1
SP1,2018-04-14,Leganes,Celta,1,0,H,19,5,7,2,8,3,3,3,0,0
SP1,2018-04-14,Ath Bilbao,La Coruna,2,3,A,13,5,4,3,11,6,2,1,0,0
SP1,2018-04-14,Barcelona,Valencia,2,1,H,12,17,7,6,6,5,2,2,0,0
SP1,2018-04-14,Las Palmas,Sociedad,0,1,A,7,20,0,11,4,6,0,0,0,0
SP1,2018-04-15,Ath Madrid,Levante,3,0,H,13,11,5,3,8,3,2,1,0,0
SP1,2018-04-15,Eibar,Alaves,0,1,A,21,2,4,1,12,1,2,1,0,0
SP1,2018-04-15,Getafe,Espanol,1,0,H,13,5,4,0,4,3,6,2,1,0
SP1,2018-04-15,Malaga,Real Madrid,1,2,A,13,16,3,6,4,7,4,0,0,0
SP1,2018-04-17,Villarreal,Leganes,2,1,H,17,6,6,1,10,4,1,1,0,0
SP1,2018-04-17,Celta,Barcelona,2,2,D,18,14,8,6,6,4,3,0,0,1
SP1,2018-04-17,La Coruna,Sevilla,0,0,D,22,24,6,7,7,9,0,2,0,0
SP1,2018-04-18,Real Madrid,Ath Bilbao,1,1,D,29,6,10,2,16,2,2,4,0,0
SP1,2018-04-18,Valencia,Getafe,1,2,A,10,8,3,3,7,5,1,7,1,0
SP1,2018-04-18,Espanol,Eibar,0,1,A,10,5,4,1,3,6,3,2,0,0
SP1,2018-04-19,Alaves,Girona,1,2,A,11,14,5,5,3,6,4,4,0,0
SP1,2018-04-19,Betis,Las Palmas,1,0,H,17,1,8,0,6,3,3,5,0,1
SP1,2018-04-19,Levante,Malaga,1,0,H,11,10,2,2,4,3,1,1,0,0
SP1,2018-04-19,Sociedad,Ath Madrid,3,0,H,12,9,4,2,6,6,1,0,0,0
SP1,2018-04-20,Leganes,La Coruna,0,0,D,13,12,0,3,9,4,0,2,0,0
SP1,2018-04-21,Celta,Valencia,1,1,D,10,17,3,7,4,3,1,2,0,0
SP1,2018-04-21,Eibar,Getafe,0,1,A,12,7,2,4,8,3,4,1,0,0
SP1,2018-04-22,Ath Madrid,Betis,0,0,D,10,10,2,4,8,3,2,5,0,0
SP1,2018-04-22,Girona,Espanol,0,2,A,20,5,6,4,10,0,1,2,0,0
SP1,2018-04-22,Las Palmas,Alaves,0,4,A,12,10,1,7,3,3,2,2,0,0
SP1,2018-04-22,Malaga,Sociedad,2,0,H,4,14,3,2,5,3,4,1,0,0
SP1,2018-04-23,Ath Bilbao,Levante,1,3,A,18,11,5,7,2,9,3,3,0,0
SP1,2018-04-27,Levante,Sevilla,2,1,H,15,22,5,4,4,8,1,1,0,0
SP1,2018-04-28,Espanol,Las Palmas,1,1,D,16,13,7,2,6,7,2,4,0,0
SP1,2018-04-28,Real Madrid,Leganes,2,1,H,12,16,5,6,3,2,0,1,0,1
SP1,2018-04-28,Sociedad,Ath Bilbao,3,1,H,17,9,4,3,3,7,3,6,1,0
SP1,2018-04-28,Villarreal,Celta,4,1,H,13,15,7,4,5,7,2,0,0,0
SP1,2018-04-29,Alaves,Ath Madrid,0,1,A,7,14,3,6,3,4,4,6,0,1
SP1,2018-04-29,Getafe,Girona,1,1,D,10,15,2,2,4,4,6,4,1,0
SP1,2018-04-29,La Coruna,Barcelona,2,4,A,17,21,5,9,6,7,1,1,0,0
SP1,2018-04-29,Valencia,Eibar,0,0,D,16,8,5,2,8,2,2,3,0,0
SP1,2018-04-30,Betis,Malaga,2,1,H,12,9,3,3,6,4,1,4,0,0
SP1,2018-05-13,Espanol,Malaga,4,1,H,19,9,7,3,5,3,0,2,0,0
SP1,2018-05-13,Levante,Barcelona,5,4,H,12,18,7,7,3,8,6,6,0,0
SP1,2018-05-19,Sevilla,Alaves,1,0,H,20,10,8,4,8,3,2,2,0,0
SP1,2018-05-19,Malaga,Getafe,0,1,A,6,11,2,3,2,9,4,1,0,0
SP1,2018-05-19,Villarreal,Real Madrid,2,2,D,14,15,5,7,4,5,4,3,0,0
SP1,2018-05-19,Las Palmas,Girona,1,2,A,13,12,7,6,4,3,1,2,0,0
SP1,2018-05-19,Celta,Levante,4,2,H,20,7,9,3,5,3,1,3,0,1
SP1,2018-05-19,Leganes,Betis,3,2,H,8,16,3,8,6,4,2,0,1,0
SP1,2018-05-20,Ath Madrid,Eibar,2,2,D,8,14,4,3,2,2,6,2,1,0
SP1,2018-05-20,Barcelona,Sociedad,1,0,H,12,13,4,2,3,8,3,2,0,0
SP1,2018-05-20,Ath Bilbao,Espanol,0,1,A,12,11,3,4,7,7,0,1,0,0
SP1,2018-05-20,Valencia,La Coruna,2,1,H,22,12,5,7,8,4,0,0,0,0
